gene_name,pval
SPAG16,9.252870922356647e-06
UBA6-AS1,2.6490241867525647e-05
HACE1,3.575304235041075e-05
PATL1,4.4223228905531445e-05
SCAF1,7.392042450309904e-05
RP11-178G16.4,8.94818737885763e-05
UTP18,0.0001030214776258964
NR1H2,0.0002477045138764941
MAP2K4,0.00044064230504358077
PRR14L,0.0005678584467854518
RCE1,0.0006628960191695249
CTC-444N24.11,0.0007236050097140971
SNX3,0.0008245509831459778
PNPT1,0.0008344760476890257
CDPF1,0.0009553095988419066
MDM1,0.0009862575835564136
GDE1,0.0011099820290347991
GTPBP4,0.001265388053322797
FKBP1C,0.0013117380627087332
POLE3,0.0014323535266437982
MED14,0.001444252280691403
AGPS,0.0015332544947071055
TMCO3,0.0015623645560990805
LRP5L,0.0017181517948897983
ARHGAP27,0.0017246486162382252
EPC2,0.0018576207605785398
PIP5K1C,0.0018612098117143214
AC021188.4,0.0019748918931439723
CEP120,0.001991131505417585
SLC25A25,0.0020997473853585236
CCDC41,0.002256079349322948
CASP9,0.00235155382962524
TP53RK,0.0023890355711326176
PTPN11,0.0024989947145647247
USP33,0.002646154699869935
OGFOD1,0.0026828935683600014
DUSP22,0.0026935353874508413
MAP1S,0.002759806120611328
ATP8B4,0.002949008645058372
KIAA0195,0.003032576499254234
FKBP15,0.0031464680170594276
LINC00998,0.0031919375903499683
PKD2,0.0033530194752439658
LRSAM1,0.003444710410011229
ATG4C,0.0034805534842747665
MVB12A,0.003645833108313193
NDUFA1,0.003913551094205593
HAUS4,0.0039280986993363454
PCBP2,0.003956892775223499
TSC22D3,0.004099256508116494
ALDH16A1,0.004271301210735059
TARS2,0.0042861267525305
ARHGAP17,0.004374361534733077
CWF19L2,0.004568420958788421
TBP,0.004654562339485851
KLRK1,0.004716367490274669
DYNC1H1,0.0047868739153431586
DUS2,0.004854709738880194
HECTD4,0.004875158881157975
PPP2R1B,0.004983665302053357
GPATCH1,0.004990305335155072
TMEM194B,0.00506721831649667
MTMR10,0.005110980871932949
STK38,0.005282653992357734
CREBL2,0.0053230640439092805
INPP5B,0.005384508236107093
PSMA7,0.0055077886147429774
TAF8,0.005529605494248995
ZNF814,0.005666972968951204
ZFP91,0.005901630726461035
TRAF3,0.0059145311488552395
TAX1BP3,0.0059340010110132055
SLC31A1,0.006139650656201542
UBA52,0.0062148214389291115
C17orf75,0.006224751755830834
POLR3B,0.006250638157055368
SKP2,0.006275434095065636
COMT,0.006331159845578387
PSMA3,0.006466541361750817
PRR3,0.00654991919311653
DCAF12,0.006583190123334134
VAC14,0.0066478091463098975
GMCL1,0.0067230124440217824
OSM,0.006904607191545976
ANKRD10,0.0070071607103593635
NDNL2,0.007251098732877051
FBXO11,0.007509296125745188
RPAP1,0.007789547089179966
CDC42EP3,0.007803273238517049
LINC00116,0.007863304206240285
TPM3,0.007965562532092428
UQCRQ,0.008047928756607406
FYTTD1,0.00806507937883926
RNF219,0.008072212234650059
KIAA0825,0.008084418308540498
SRI,0.008297855096950324
DTX2,0.00832113255018303
PDSS1,0.00832850624842706
ZNF3,0.00834841177078116
ZNF121,0.008603822274554623
CD99L2-1,0.008608172069620468
UBE2N,0.008660866437527899
CD48,0.008735061694446733
ARFGEF2,0.008813779241781762
SSRP1,0.009049701127205314
SECTM1,0.00918193884987805
PTK2B,0.00922412627251747
CCND3,0.009282709356074519
ATF6,0.009386429684834498
KAT2B,0.009453725787341879
TRAPPC8,0.009457973118484057
CENPW,0.009676013932035333
C5orf56,0.009729825679335634
MARCH7,0.009985027798520538
KIFC3,0.010001894170046183
SLC35B4,0.010079826440609804
